comment_id,video_id,text,Label,Score
UgxfGdjYhEMFZ5qx0nJ4AaABAg,3JZ_D3ELwOQ,June 3 2019 ayyy🔥🔥🔥,POSITIVE,0.8046186566352844
UgyhLdtrqByuHEB7L5V4AaABAg,3JZ_D3ELwOQ,&quot;Do you even fuck bro? &quot;,NEGATIVE,0.9938812255859375
Ugx6_nATrt5DwKoF0094AaABAg,3JZ_D3ELwOQ,Goddamn he is funny. I lost it when he said this might be his cell mate. 😂😂,NEGATIVE,0.9954311847686768
Ugw3vphSD6uxDwsfrCd4AaABAg,3JZ_D3ELwOQ,Dude the last vid was insanity,NEGATIVE,0.9983951449394226
UgyLEIU8d2Zzwt5vTxF4AaABAg,3JZ_D3ELwOQ,2019?!?,POSITIVE,0.8670563697814941
UgyKdb68Was-Ic46xCh4AaABAg,3JZ_D3ELwOQ,It’s been 4 years. This was the last real Ray episode of Equals 3.,NEGATIVE,0.9706780910491943
Ugz77otK6i1KHQmWko54AaABAg,3JZ_D3ELwOQ,Y&#39;all watching in 2018?,NEGATIVE,0.8751879930496216
UgzCnR-K5vla1qsj6e94AaABAg,3JZ_D3ELwOQ,Deez nuts,POSITIVE,0.5115334391593933
Ugx9Cs9uzMwsyK4cqKB4AaABAg,3JZ_D3ELwOQ,2017 December 19th,POSITIVE,0.9929139614105225
UgyeofSnuK59mCZS3rd4AaABAg,3JZ_D3ELwOQ,God bless you all have a great day!,POSITIVE,0.9998670816421509
Ugxpo4_GJZrugoU2-0t4AaABAg,3JZ_D3ELwOQ,D O  Y O U  E V E N  F U C K  B R O,POSITIVE,0.5722533464431763
UgxfnIe827vEGRR9A2h4AaABAg,3JZ_D3ELwOQ,He&#39;s wearing the same sweater in the SHIET part,NEGATIVE,0.9869101643562317
Ugwvbm6nlAh9VLcwqvt4AaABAg,3JZ_D3ELwOQ,"<a href=""https://www.youtube.com/watch?v=3JZ_D3ELwOQ&amp;t=144"">2:24</a> GODDAMMIT ARKANSAS",NEGATIVE,0.9900602102279663
UgzPaspFHNr5r8fEukp4AaABAg,3JZ_D3ELwOQ,Who is here watching this in 2017?,NEGATIVE,0.9885091185569763
UgiS6hmzgukPYngCoAEC,3JZ_D3ELwOQ,Who&#39;s watching in 2017?,NEGATIVE,0.9629807472229004
UgiDLDLkfl1y9HgCoAEC,3JZ_D3ELwOQ,Whos watching in 2017? if so like this,NEGATIVE,0.9586553573608398
UghJqzH2fr4qMXgCoAEC,3JZ_D3ELwOQ,"Watching this in 2017, the fact that he said the squirrel &quot;is trying to bury its nut in the dog&quot; seriously is mindblowing",POSITIVE,0.9662820100784302
UggS-fcJ-NPQk3gCoAEC,3JZ_D3ELwOQ,:&#39;( 2017,POSITIVE,0.9399722814559937
Ugh6762JzDDxqHgCoAEC,3JZ_D3ELwOQ,i hide my nuts in the laundry basket 2,NEGATIVE,0.9953745007514954
UgiA7plF9aZBOXgCoAEC,3JZ_D3ELwOQ,Why dosent ray review Gangnam style,POSITIVE,0.5847205519676208
UghEIULaaBFW4HgCoAEC,3JZ_D3ELwOQ,"<a href=""https://www.youtube.com/watch?v=3JZ_D3ELwOQ&amp;t=105"">1:45</a> moooooooo",NEGATIVE,0.983742892742157
UgiYj3aPIa8nnngCoAEC,3JZ_D3ELwOQ,"<a href=""https://www.youtube.com/watch?v=3JZ_D3ELwOQ&amp;t=67"">1:07</a> , a squirrel trying to bury it&#39;s nut in a dog sperm",NEGATIVE,0.9948832988739014
Ugi82WUa_V82yngCoAEC,3JZ_D3ELwOQ,I always hide my nuts in the laundry basket,NEGATIVE,0.9826180338859558
Ugy1i9C540gW38I9NkR4AaABAg,3JZ_D3ELwOQ,the good dayz...,POSITIVE,0.9998608827590942
UggAfG7C-0Y3BXgCoAEC,3JZ_D3ELwOQ,&quot;Bury a nut inside a dogs fur&quot;,NEGATIVE,0.9905381202697754
UggfcWnpv5gdPngCoAEC,3JZ_D3ELwOQ,fun fact<br>buff kangaroo&#39;s flex in front of female kangaroo&#39;s to impress them,POSITIVE,0.9997768998146057
UggRfvdVc4NmfngCoAEC,3JZ_D3ELwOQ,"♫...Ray-by come back...♫<br>♫...we can blame it on carlos...♫<br>♫...i&#39;ll get by, without seeing kaja...♫<br>du du du dududu",NEGATIVE,0.9959476590156555
Ugh9JJYj05xX4ngCoAEC,3JZ_D3ELwOQ,still watching.,POSITIVE,0.9948297142982483
UgjdQG8L9vw8ingCoAEC,3JZ_D3ELwOQ,Ya haha,NEGATIVE,0.6106148362159729
UgguLKFC7Jd6I3gCoAEC,3JZ_D3ELwOQ,17 November 2016.,POSITIVE,0.9927219748497009
Ugjxb8sWApxPIXgCoAEC,3JZ_D3ELwOQ,I&#39;m still here. Wow.,POSITIVE,0.9995205402374268
Ugj2-Fgajdn3-HgCoAEC,3JZ_D3ELwOQ,What&#39;s happening forum,POSITIVE,0.9955801367759705
UghHnqv3rE2tFngCoAEC,3JZ_D3ELwOQ,I remember when Google glass was popular 😂😂,POSITIVE,0.5267885327339172
UggHjWh8jF3syHgCoAEC,3JZ_D3ELwOQ,Roger jr?,NEGATIVE,0.9650877118110657
Ugju2BYHaEFa03gCoAEC,3JZ_D3ELwOQ,WE WANT RAY BACK!!!!,NEGATIVE,0.9816655516624451
Ugjf9PJLQ1XUYHgCoAEC,3JZ_D3ELwOQ,That cop vid was gameplay from battlefield hard line,NEGATIVE,0.9715477824211121
UgjFXKjFJ3z_SHgCoAEC,3JZ_D3ELwOQ,4 god damn cats wow,POSITIVE,0.998443067073822
UgiaUjOWTIDuL3gCoAEC,3JZ_D3ELwOQ,U know then fucks I have to give well buried em in the back yard. Lol,NEGATIVE,0.9984135627746582
UggAFp_q9GofT3gCoAEC,3JZ_D3ELwOQ,I tried to hide my nuts in a dog one time...,NEGATIVE,0.9994632601737976
Ugh7Q7Mp3L751XgCoAEC,3JZ_D3ELwOQ,"<a href=""https://www.youtube.com/watch?v=3JZ_D3ELwOQ&amp;t=31"">0:31</a> Furry&#39;s wet dream",NEGATIVE,0.9823654294013977
Ugg7qPxAwBbBk3gCoAEC,3JZ_D3ELwOQ,did anybody else notice that they put Darth Vader in the credits,NEGATIVE,0.9827871322631836
UgjGh-FkTEnVrngCoAEC,3JZ_D3ELwOQ,The meth head part sounds like a horror movie and the camera starts getting shaky and audio start getting distorted.,NEGATIVE,0.9996556043624878
Ugi9G44Ur-eLengCoAEC,3JZ_D3ELwOQ,😂😂😂😂😭😭😂😂😂,NEGATIVE,0.6970565319061279
UggnY6Vfz_OeP3gCoAEC,3JZ_D3ELwOQ,anyone here in 2016?,NEGATIVE,0.9933589100837708
UgitGIyIxcn0f3gCoAEC,3JZ_D3ELwOQ,i feel really bad for the meth head when he looks in the camera. I think he is a peaceful soul,NEGATIVE,0.988508403301239
UghE7_zHNjHy8HgCoAEC,3JZ_D3ELwOQ,not even once,NEGATIVE,0.9922663569450378
Ugh5aFrborISsXgCoAEC,3JZ_D3ELwOQ,"<a href=""https://www.youtube.com/watch?v=3JZ_D3ELwOQ&amp;t=105"">1:45</a>, my reaction when i see or hear something about the Kardashian family...",NEGATIVE,0.7156094312667847
Ugi0SmYRudBwcHgCoAEC,3JZ_D3ELwOQ,i love u ray<br>i mean in the most homosexual way possible,POSITIVE,0.9979903697967529
Uggm5bFXDdGbi3gCoAEC,3JZ_D3ELwOQ,Year bring him back right now!!!!!!!!!!!!!!!!!!!<br>!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,POSITIVE,0.9972098469734192
Ugjv8ZF9G7ukTngCoAEC,3JZ_D3ELwOQ,He has pretty much a lot of weed,POSITIVE,0.9807406067848206
UgiNxBtCcQeiV3gCoAEC,3JZ_D3ELwOQ,That is a huge kangaroo💪🏿💪🏿💪🏿💪🏿💪🏿💪🏿💪🏿💪🏿💪🏿💪🏿💪🏿💪🏿💪🏿💪🏿💪🏿💪🏿💪🏿👊🏿👊🏿👊🏿👊🏿👊🏿👊🏿👊🏿👊🏿👊🏿💪🏿💪🏿💪🏿💪🏿💪🏿💪🏿💪🏿💪🏿😐,POSITIVE,0.9980789422988892
Ugh4QTU20ntEUHgCoAEC,3JZ_D3ELwOQ,"<a href=""https://www.youtube.com/watch?v=3JZ_D3ELwOQ&amp;t=49"">0:49</a>",NEGATIVE,0.9827619194984436
UgjroiFe1E5fgHgCoAEC,3JZ_D3ELwOQ,THis show will be soooo good with twaimz xD,POSITIVE,0.9997227787971497
UghI17UiRsWadHgCoAEC,3JZ_D3ELwOQ,Do you even fuck bruh ?,NEGATIVE,0.9961467981338501
Ugjbr9NcAgJc-3gCoAEC,3JZ_D3ELwOQ,:(,NEGATIVE,0.7939674854278564
UggryxXVTVNzWHgCoAEC,3JZ_D3ELwOQ,Dogs like what&#39;s on my back <br>Squirrel: DEEZ NUTZ,NEGATIVE,0.8109660148620605
Ugi2OqjaCnoD5HgCoAEC,3JZ_D3ELwOQ,do you even fuck brah??,NEGATIVE,0.9961583018302917
UgiQnh4DCNcPsngCoAEC,3JZ_D3ELwOQ,"Hey Ray, you know what they say about guys who own 4 Cats 😀",POSITIVE,0.9971804618835449
Ugj9lIrmFzou33gCoAEC,3JZ_D3ELwOQ,Broscience parody :P,NEGATIVE,0.8134018182754517
Ugi-3YRLJTajN3gCoAEC,3JZ_D3ELwOQ,"Wait...what happened to Ray bleeping out the swear words?  No, I don&#39;t have virgin ears but it was nice when you happened to be watching episodes with kids around.",NEGATIVE,0.992782711982727
UggFzd6jDpOMrXgCoAEC,3JZ_D3ELwOQ,Squirrel slaps are adorable,POSITIVE,0.9998119473457336
UgiEOTXIQrhobXgCoAEC,3JZ_D3ELwOQ,I have had a pet squirell because it was abandoned as a baby and as they are classed as vermin the RSPCA wouldnt take it in.<br><br>Our squiz &#39;cyril&#39; also liked to bury nuts just everywhere! One day even in my stepdads armpits..,NEGATIVE,0.9939992427825928
UgjbgFnF7jXqxngCoAEC,3JZ_D3ELwOQ,Im i The only one that dose a ray William maraton?,NEGATIVE,0.9922621250152588
UghKXgEDLM_iw3gCoAEC,3JZ_D3ELwOQ,That game warden one was hardcore... Jesus. ,NEGATIVE,0.993852972984314
Ughr_O_VQGauq3gCoAEC,3JZ_D3ELwOQ,DEEZ NUTS,POSITIVE,0.5115334391593933
Ughpkz-GY69KGXgCoAEC,3JZ_D3ELwOQ,"NO YOU DONT,.... YOU DO NOT APPROVE THIS MESSAGE, AND YOU NEVER WILL. btw i need to hide my nuts",NEGATIVE,0.9994969367980957
UggaTl7etK6Wx3gCoAEC,3JZ_D3ELwOQ,The meth head in the last video looks like Tommy Gun from GunvsGun,NEGATIVE,0.9959828853607178
UggyANzrkf600ngCoAEC,3JZ_D3ELwOQ,Lol,NEGATIVE,0.9438178539276123
UghoTZf-ONbWpHgCoAEC,3JZ_D3ELwOQ,Koala. No bears here.,NEGATIVE,0.9960875511169434
Ugg-YC88asnHyXgCoAEC,3JZ_D3ELwOQ,the dog is a burnese mountain they are so peacful because they are spacily raised,NEGATIVE,0.98885577917099
UgjCLZravXwwungCoAEC,3JZ_D3ELwOQ,The cat thing had me Rollin xD,POSITIVE,0.9674969911575317
UgikcWBqLnFM4HgCoAEC,3JZ_D3ELwOQ,"<a href=""https://www.youtube.com/watch?v=3JZ_D3ELwOQ&amp;t=105"">01:45</a> hilarious xDDDDDDDDD",POSITIVE,0.9874268770217896
UgiLYG0Fb1c40XgCoAEC,3JZ_D3ELwOQ,If ray had a deep English accent is my sexuality would be deeply disturbed ,NEGATIVE,0.9976111650466919
Ugj9fY4-j_-s9ngCoAEC,3JZ_D3ELwOQ,the squrriel hid its nuts in the loundry lol,NEGATIVE,0.9980712532997131
UgjU_tjleZE2FngCoAEC,3JZ_D3ELwOQ,kangoroos flex so they intimidate other kangoroo males when they mate. it&#39;s a natural thing,POSITIVE,0.9979701638221741
UgiZT-2QOJNwn3gCoAEC,3JZ_D3ELwOQ,So Ray is a crazy cat bitch.,NEGATIVE,0.9962843060493469
UgjB8Zehh3HqdngCoAEC,3JZ_D3ELwOQ,"&quot;Trying to bury a nut&quot;. There has to be something sexual in here, I just can&#39;t put my finger on it.",NEGATIVE,0.9983343482017517
UgiPARWvlMRY9HgCoAEC,3JZ_D3ELwOQ,glock 18,POSITIVE,0.8110187649726868
Uggbs3rrlb7MvngCoAEC,3JZ_D3ELwOQ,fuck you cops,NEGATIVE,0.9898939728736877
UggFsh5uRdcgCXgCoAEC,3JZ_D3ELwOQ,Why did you quit what made you popular?,NEGATIVE,0.9991781115531921
UghSgk9gHrI0eHgCoAEC,3JZ_D3ELwOQ,In Australia that is what the ancient people of the land call a &quot;turkey sausage&quot;,NEGATIVE,0.983551561832428
UgiXNfkl-H3BEHgCoAEC,3JZ_D3ELwOQ,Haha,POSITIVE,0.7155452966690063
UggiKguUWtsSWXgCoAEC,3JZ_D3ELwOQ,Man he&#39;s kangaroo jacked ,NEGATIVE,0.9893103837966919
Ugjcz_ihRP4_oHgCoAEC,3JZ_D3ELwOQ,kangaroos tend to flex when females are around ,POSITIVE,0.890834391117096
UggdyIZivLHL8HgCoAEC,3JZ_D3ELwOQ,I&#39;m kinda surprised the cop didn&#39;t shoot ,POSITIVE,0.9594216346740723
UgiCayzSk1gP03gCoAEC,3JZ_D3ELwOQ,Australia biatch<br>,NEGATIVE,0.9729174375534058
Ugg--uorKkpfTXgCoAEC,3JZ_D3ELwOQ,I laughed so hard at that little squirrel and the dogs face!,POSITIVE,0.9794106483459473
Ugjcnz6NT-B8_HgCoAEC,3JZ_D3ELwOQ,I hAvE tHrEe CaT&#39;s,POSITIVE,0.9794562458992004
UgjAHTVUIUobxHgCoAEC,3JZ_D3ELwOQ,Dat pose doe,NEGATIVE,0.9764212965965271
Ugh73jOK99oeKHgCoAEC,3JZ_D3ELwOQ,"The real Jesse Pinkman, omfg😂😂😂😂 hahahahaha i love Jesse, and that was so f*cking funny😂😂😂😂 ",POSITIVE,0.6638475060462952
UgigltdKqBRoiXgCoAEC,3JZ_D3ELwOQ,&quot;the officer&quot;,NEGATIVE,0.983037531375885
UgjU2ug2ZxieGXgCoAEC,3JZ_D3ELwOQ,No flex zone,NEGATIVE,0.8311027884483337
Ugha-ilQRSqtRXgCoAEC,3JZ_D3ELwOQ,I live in arkansas :D,POSITIVE,0.866658091545105
Ugi1cGa91iLXiXgCoAEC,3JZ_D3ELwOQ,"Oh look, when =3 was good :(",POSITIVE,0.9993402361869812
UghRvtH5568hl3gCoAEC,3JZ_D3ELwOQ,Don&#39;t make fun of Arkansas I&#39;m from Arkansas,NEGATIVE,0.9870185852050781
Ughbmi4EL100VHgCoAEC,3JZ_D3ELwOQ,Same I hate it so much. Aussies for life bro,NEGATIVE,0.9814609885215759
UgjF3k4rMP8tgHgCoAEC,3JZ_D3ELwOQ,Binge watching all of these ,NEGATIVE,0.9487048983573914
UggSPy8v2aSag3gCoAEC,3JZ_D3ELwOQ,I feel so bad for that guy though....like he was so terrified and scared and I felt so bad....,NEGATIVE,0.999724805355072
UghdKJwhWK6RWngCoAEC,3JZ_D3ELwOQ,I am on a marathon of all the =3 videos now. ,NEGATIVE,0.9925927519798279
UggWfS6_wk-xd3gCoAEC,3JZ_D3ELwOQ,i just realised why its called =3... POMF!,NEGATIVE,0.9974894523620605
Ugh2kSGfB8L1nngCoAEC,3JZ_D3ELwOQ,lol do you even fuck bro hahaha,NEGATIVE,0.9917622804641724
Ugi3Z6tFv8m0jHgCoAEC,3JZ_D3ELwOQ,"<br><a href=""https://www.youtube.com/watch?v=3JZ_D3ELwOQ&amp;t=108"">1:48</a> dat stare doe",NEGATIVE,0.9955509901046753
Ugh7W5RsQzNTtXgCoAEC,3JZ_D3ELwOQ,"Dude, Arkansas Game and Fish are CRAZY! Seriously... I grew up there...",POSITIVE,0.9968428611755371
UggGIMqJTfrxZXgCoAEC,3JZ_D3ELwOQ,+The Hood I know right,POSITIVE,0.9991939663887024
UgiZlxT3DZw6HHgCoAEC,3JZ_D3ELwOQ, Yayayayayayayat,POSITIVE,0.9456698894500732
UgjfD8ez89CPPHgCoAEC,3JZ_D3ELwOQ,OMG His cat &quot;mmmrrrrr&quot; got me X&#39;D,NEGATIVE,0.9720627665519714
UghxJDq8htAzTXgCoAEC,3JZ_D3ELwOQ,Dude that breaking bad picture is a drawing done by artist elle_wills on instagram! She&#39;s such a good artist! ,POSITIVE,0.9826328754425049
UgiVA5N_SmE7ZHgCoAEC,3JZ_D3ELwOQ,That kangaroo tho,NEGATIVE,0.9628301858901978
UgiKsNZ4-lJ_lXgCoAEC,3JZ_D3ELwOQ,0:7 fart sound,NEGATIVE,0.9997606873512268
UgiYZpcKCSs0z3gCoAEC,3JZ_D3ELwOQ,isn&#39;t it physically impossible for a kangaroo to walk on its hind legs..,NEGATIVE,0.9753537774085999
UgicPZUJDL_3OHgCoAEC,3JZ_D3ELwOQ,such cute Bernese mountain dog,POSITIVE,0.9990671277046204
UghRpvO0O6JHNXgCoAEC,3JZ_D3ELwOQ,four cats...,POSITIVE,0.9885016679763794
UggQlgokHceygHgCoAEC,3JZ_D3ELwOQ,Do you even fuck bro?,NEGATIVE,0.9936931133270264
Ugj0YnVanF4bhHgCoAEC,3JZ_D3ELwOQ,Waiting for someone to come and say &quot;I do meth and I&#39;m offended&quot;.,NEGATIVE,0.995855987071991
Ugh1JlGNFE6UpXgCoAEC,3JZ_D3ELwOQ,Ive never seen a kangaroo that buff jeez,NEGATIVE,0.5215253233909607
UggVoGxrqtw0qngCoAEC,3JZ_D3ELwOQ,"who heard the fart at <a href=""https://www.youtube.com/watch?v=3JZ_D3ELwOQ&amp;t=7"">0:07</a>?",NEGATIVE,0.9936518669128418
UggQT6Y2w-AQq3gCoAEC,3JZ_D3ELwOQ,Wow so much swearing,POSITIVE,0.8686638474464417
Ughx87eeW1f1x3gCoAEC,3JZ_D3ELwOQ,love the cat imitation,POSITIVE,0.9978936314582825
UgjjYIEmm0Iq7XgCoAEC,3JZ_D3ELwOQ,~(•-•)~ how I dance,POSITIVE,0.9988874793052673
Ugj30XZNza_L83gCoAEC,3JZ_D3ELwOQ,"Look alright, I have four cats and when they see a squirrel they&#39;re like <b>Evil cat meow</b> I just died of laughter ",NEGATIVE,0.9754258990287781
UgiQnlhyeYKuxHgCoAEC,3JZ_D3ELwOQ,Fish police fish police does what ever fish police deos,NEGATIVE,0.9932191967964172
Ugi2kO6vNPvYnngCoAEC,3JZ_D3ELwOQ,Super kangaroo steroids!!!!!!!!!!!!!,POSITIVE,0.9771561622619629
Ughexp9ylkwzsHgCoAEC,3JZ_D3ELwOQ,Wtf sqirull,NEGATIVE,0.9810139536857605
UgiwXu6zzVP-NHgCoAEC,3JZ_D3ELwOQ,Welcome to Australia!! That kangaroo is normal here :P ,POSITIVE,0.9990136623382568
UgiJK-FzG8keL3gCoAEC,3JZ_D3ELwOQ,man your  hot ^o^,POSITIVE,0.9018888473510742
UgjUzMtV0SVY-XgCoAEC,3JZ_D3ELwOQ,i hide my nuts in the laundry basket,NEGATIVE,0.9962691068649292
UgidZ5-cW9W_JHgCoAEC,3JZ_D3ELwOQ,good times....,POSITIVE,0.9998716115951538
UginkoCI47DoYXgCoAEC,3JZ_D3ELwOQ,This arguably one of his funniest videos hahaha,POSITIVE,0.9998020529747009
UggCowzpwpjshXgCoAEC,3JZ_D3ELwOQ,"That kangaroo was all like &quot;Yeah, I work out&quot;",NEGATIVE,0.9895932674407959
Ugjml83U9noHoHgCoAEC,3JZ_D3ELwOQ,Anyone else hear the fart after ray flexes ,NEGATIVE,0.9907069206237793
Ughaim6wWRMMvXgCoAEC,3JZ_D3ELwOQ,The kangaroo is wearing a costume,POSITIVE,0.9726118445396423
Uggp-B3WnoSEyXgCoAEC,3JZ_D3ELwOQ,I love you,POSITIVE,0.9998656511306763
Ugg9TGekpna6RngCoAEC,3JZ_D3ELwOQ,What are they using to fertilize that grass? Steroids?,NEGATIVE,0.9991255402565002
Uggee8RP3vNPSngCoAEC,3JZ_D3ELwOQ,"<a href=""https://www.youtube.com/watch?v=3JZ_D3ELwOQ&amp;t=75"">1:15</a> - that dog looks just my dog, lol XD",NEGATIVE,0.9934555888175964
Ugi1ZY41lPB6rHgCoAEC,3JZ_D3ELwOQ,I guess you could say he&#39;s...kangaroo jacked...,NEGATIVE,0.9972401857376099
UghOXbBLlnet6HgCoAEC,3JZ_D3ELwOQ,"Koala Bears, don&#39;t make me hop in the Kangaroo&#39;s pouch and we come fuck you up!",NEGATIVE,0.9315499067306519
UgjBsYIpSdRdU3gCoAEC,3JZ_D3ELwOQ,Hiding his nuts ...huhuhuhuuh,NEGATIVE,0.9954501986503601
Uggj_26mV5oVnXgCoAEC,3JZ_D3ELwOQ,I personally like to hide my nuts in dogs too.. they smell afterwards.. for some reason..,NEGATIVE,0.9897928237915039
UghFBbZ0eK6fkXgCoAEC,3JZ_D3ELwOQ,super funny 9999999999999:04,POSITIVE,0.9937253594398499
Ugi-9ZTSDuJhdngCoAEC,3JZ_D3ELwOQ,,POSITIVE,0.7481210231781006
UghgCuir9unMX3gCoAEC,3JZ_D3ELwOQ,one word for the kangaroo<br>STEROIDS :D,NEGATIVE,0.9894876480102539
Uggoc5bREw9AK3gCoAEC,3JZ_D3ELwOQ,Posted on my birthday 😁😊,NEGATIVE,0.538957417011261
Ugj3UfHB_z5fy3gCoAEC,3JZ_D3ELwOQ,unce,NEGATIVE,0.9900748133659363
UggMOlXUGRBqsngCoAEC,3JZ_D3ELwOQ,Kangaroo jacked,NEGATIVE,0.98643559217453
UggELhYXmrm7lXgCoAEC,3JZ_D3ELwOQ,aww i have the same dog :3,NEGATIVE,0.9959237575531006
UgjpZXCSBOSg2ngCoAEC,3JZ_D3ELwOQ,"<a href=""https://www.youtube.com/watch?v=3JZ_D3ELwOQ&amp;t=86"">1:26</a> OMFG CANT STOP LAUGHING",NEGATIVE,0.9923844337463379
UgjAqHFseD4W0ngCoAEC,3JZ_D3ELwOQ,that meth guy looks like the creepy dude from a videofrom smos called smosh is dead,NEGATIVE,0.9996403455734253
UghDWJ2DisIW_ngCoAEC,3JZ_D3ELwOQ,DO YOU EVEN FUCK BRO?,NEGATIVE,0.9936931133270264
Ugh6MOIR89jbKngCoAEC,3JZ_D3ELwOQ,What the f###uck,NEGATIVE,0.9924936294555664
UghHjaaDN12NsXgCoAEC,3JZ_D3ELwOQ,You look like billy mays,POSITIVE,0.9964073300361633
Ugiw1ujO4mR-ZXgCoAEC,3JZ_D3ELwOQ,That dog made me think of the dying dog of my cousin...<br><br><br><br>I&#39;m sad now D:,NEGATIVE,0.9039472341537476
Ugi9SNfV9zbSungCoAEC,3JZ_D3ELwOQ,So what is rays first =3 video called?,NEGATIVE,0.9976813793182373
Ugiwa-Bn2o35MngCoAEC,3JZ_D3ELwOQ,So what is rays first =3 video called?,NEGATIVE,0.9976813793182373
UgjPsB10L_cphXgCoAEC,3JZ_D3ELwOQ,Your beerd is sexy,POSITIVE,0.9997803568840027
UgjGYhZCCSSDiHgCoAEC,3JZ_D3ELwOQ,Ray has inspired me to make youtube videos. Now I make my videos similar to =3. It&#39;s called videos Within videos and it&#39;s on my chanel. Ray you are one awesome dude never failed to make me laugh :)  dnt h8 plx,POSITIVE,0.9983848333358765
UghLAHpC1FPLFXgCoAEC,3JZ_D3ELwOQ,Dat crack head doe,NEGATIVE,0.9904584884643555
Ugj-MehJ_-zaungCoAEC,3JZ_D3ELwOQ,4 cats lol,NEGATIVE,0.929564356803894
Ugg84QM8lTi9w3gCoAEC,3JZ_D3ELwOQ,What?,NEGATIVE,0.9936370849609375
Ugih4KHaP-1YEXgCoAEC,3JZ_D3ELwOQ,Think he is from Thailand but lives in the USA,NEGATIVE,0.9675840139389038
Ugi007dJiqM2rXgCoAEC,3JZ_D3ELwOQ,That third video looks like a video game!!!!!,NEGATIVE,0.9943851232528687
UghQ6ZivMoBpLXgCoAEC,3JZ_D3ELwOQ,Я русский.  И я  нихуя не понимаю ......,POSITIVE,0.8513970971107483
UggZF4Y3XUhxWXgCoAEC,3JZ_D3ELwOQ,I didn&#39;t know kangaroos came in black.  I want one now. ,POSITIVE,0.7122291922569275
UggVPLUUYbIuEHgCoAEC,3JZ_D3ELwOQ,"Man, when he did that cat sound at <a href=""https://www.youtube.com/watch?v=3JZ_D3ELwOQ&amp;t=104"">1:44</a> I&#39;m pretty sure I laughed more than I should have x)",POSITIVE,0.8323661088943481
Ugg7BzcAr36l9HgCoAEC,3JZ_D3ELwOQ,best cat impersination ever!!!!!,POSITIVE,0.9986427426338196
UgjWwAlzJqGfPHgCoAEC,3JZ_D3ELwOQ,Is that Tobuscus on the first video?,NEGATIVE,0.9978750944137573
Ugg8IOIAl4y9UXgCoAEC,3JZ_D3ELwOQ,"You have some serious talent, man. I was on Facebook and I randomly clicked your name, and I saw one of your videos you directed. Oh my god, that was some of the best directing i have ever seen on an indie video ever. keep it up man, you have some serious skill. Respect.",POSITIVE,0.9997866749763489
Ugj1gHjAQDMTKXgCoAEC,3JZ_D3ELwOQ,The Video of The Kangaroo on Roids is like one of the characters from the video game Overgrowth<br>,NEGATIVE,0.9984588623046875
UgjBvLGBZZCNYXgCoAEC,3JZ_D3ELwOQ,小松鼠好可爱嘤嘤嘤！！！！！！！,POSITIVE,0.904299259185791
UghHQjj6I5mLgngCoAEC,3JZ_D3ELwOQ,What is the =3 ?,NEGATIVE,0.9927154183387756
UgiKUzpXrLsadXgCoAEC,3JZ_D3ELwOQ,"I have one thing to say and one thing only,Don&#39;t fuck with the Arkansas Game &amp; Fish Commission.",NEGATIVE,0.9923267960548401
Ugid3Vf4sHCzX3gCoAEC,3JZ_D3ELwOQ,JESUS CHRIST SQUIRREL ADORABLE,POSITIVE,0.9912035465240479
